open,high,low,close,volume,rsi,macd,macd_signal,ema_20,sma_50,bollinger_m,bollinger_h,bollinger_l,adx,obv
3329.99,3342.52,3080.79,3131.2,4140.0296,44.549634772819196,-3.863286585917649,3.082768749106446,3221.09458196445,3193.9986,3240.7895,3391.5775300919167,3090.001469908083,14.234057827374125,-5955.903600000001
3130.33,3184.02,3055.93,3174.07,1543.7278,47.30624077611664,-6.986227196002346,1.0689695600846874,3216.616050348788,3193.472,3237.3955,3390.9565043565776,3083.8344956434225,14.96444170021403,-4412.175800000001
3173.46,3339.44,3153.71,3276.55,1503.6269,53.284827825594334,-1.1783176774533786,0.6195121125770742,3222.3240455536657,3194.9597999999996,3240.937,3394.679514237282,3087.1944857627177,14.096281036928955,-2908.5489000000007
3275.94,3306.08,3228.69,3266.27,931.0018,52.6396329520254,2.565409924571668,1.008691674975993,3226.5093745485547,3196.23,3241.3075,3395.2565727318643,3087.3584272681355,13.290131849592814,-3839.5507000000007
3266.85,3270.05,3154.74,3206.32,1512.5542,48.91956650457396,0.6869582176159383,0.9443449835039822,3224.5865769725015,3196.6115999999997,3237.5955000000004,3391.1594101449327,3084.031589855068,13.149563221461596,-5352.1049
3208.7,3258.44,3084.92,3205.52,2680.5998,48.869934126830536,-0.8564094527068846,0.5841940962618088,3222.7707124989297,3197.2474000000007,3231.712,3380.654593182745,3082.769406817255,13.536970098930926,-8032.7047
3206.07,3206.84,3126.87,3154.43,539.324,45.68235094693362,-6.1313965510771595,-0.7589240332059848,3216.2620732133173,3196.2054000000003,3223.3935,3370.0709469746475,3076.7160530253527,13.896705056581018,-8572.0287
3154.35,3159.09,3087.43,3140.09,772.3698,44.79909425118621,-11.338279359759326,-2.8747950985166533,3209.0075900501442,3194.9914000000003,3213.584,3354.8942633781435,3072.273736621856,14.52647137412163,-9344.398500000001
3139.34,3145.0,3091.65,3138.27,488.5314,44.68101639586179,-15.433719972148538,-5.38658007324303,3202.2706767120353,3193.9559999999997,3201.9395,3326.817895165057,3077.061104834943,15.111254383266486,-9832.929900000001
3135.38,3200.0,3121.95,3191.56,575.437,48.92583840738771,-14.215461534879068,-7.152356365570238,3201.25061226327,3194.2677999999996,3197.232,3316.0765153299053,3078.3874846700946,14.98824306878764,-9257.492900000001
3191.65,3211.16,3144.0,3167.1,748.8676,47.137906403942246,-15.050211060837228,-8.731927304623635,3197.9981730001014,3194.9622,3196.277,3315.765983609369,3076.788016390631,14.741735433779306,-10006.3605
3166.76,3228.16,3162.57,3197.79,686.659,49.625331664936624,-13.084499594726822,-9.602441762644272,3197.9783470000916,3198.9866,3195.471,3314.690511641342,3076.251488358658,14.304943375514378,-9319.701500000001
3196.73,3209.9,3168.21,3196.33,493.9042,49.50598671329345,-11.511768393703278,-9.984307088856074,3197.8213615715113,3203.086,3195.044,3314.186947655327,3075.9010523446727,13.89935074998266,-9813.605700000002
3196.01,3227.04,3187.14,3199.38,153.5682,49.777711213379234,-9.905078496677106,-9.96846137042028,3197.9698033266054,3207.7888000000003,3196.6,3315.1143074906995,3078.0856925093003,13.29299099681529,-9660.037500000002
3199.23,3205.37,3156.26,3158.44,284.8771,46.184998240258516,-11.799266429243744,-10.334622382184973,3194.205060152643,3209.8347999999996,3195.0125,3314.6727689074364,3075.352231092563,13.096998712149702,-9944.914600000002
3158.61,3190.66,3142.99,3186.19,745.1439,48.878345382837594,-10.935177015394402,-10.454733308826858,3193.4417210904867,3211.9452,3193.349,3312.5276150112513,3074.170384988749,13.07170542267512,-9199.770700000001
3188.9,3193.0,3137.44,3149.05,631.3199,45.58968405242328,-13.096301525735726,-10.983046952208632,3189.213938129488,3213.0781999999995,3191.8755,3312.4713452808387,3071.2796547191615,13.11631447031831,-9831.090600000001
3149.22,3161.03,3112.72,3129.56,501.192,43.9196839967278,-16.19500247798942,-12.02543805736479,3183.532610688584,3212.9159999999997,3194.806,3305.9862841154854,3083.6257158845146,13.464713581624858,-10332.282600000002
3131.53,3143.91,3098.38,3116.99,343.246,42.8299864769925,-19.440936244251134,-13.50853769474206,3177.1952191944333,3213.0828,3185.7465,3291.1342915652467,3080.3587084347537,13.964953724814492,-10675.528600000001
3115.78,3132.99,3081.81,3102.22,273.6738,41.5262221914738,-22.940731232128655,-15.39497640221938,3170.054722128297,3212.7268,3174.3665,3262.867740505428,3085.865259494572,14.635027314999272,-10949.202400000002
3101.16,3110.8,3060.0,3109.31,406.1963,42.432125325765156,-24.85571897212185,-17.287124916199875,3164.2695104970303,3212.312,3173.272,3264.3844477994066,3082.159552200593,15.524377111379863,-10543.006100000002
3107.89,3110.73,3061.64,3089.58,385.5315,40.54946789758552,-27.646712569300234,-19.35904244681995,3157.1562237830276,3211.2466,3169.0474999999997,3267.1843195683937,3070.9106804316057,16.3502019223047,-10928.537600000001
3089.58,3158.82,3069.09,3134.75,792.0504,46.41159264120782,-25.915021369718943,-20.67023823139975,3155.022297708453,3211.1694,3161.9575,3247.711037273977,3076.203962726023,16.11009535876687,-10136.487200000001
3136.68,3171.37,3068.71,3077.91,684.0026,40.94086620055971,-28.79720038577625,-22.29563066227505,3147.6782693552673,3210.5864,3152.5395,3231.5043730702405,3073.5746269297592,15.643142518659799,-10820.489800000001
3077.6,3217.44,3068.72,3208.07,1118.8015,54.24211990140997,-20.344010721596533,-21.90530667413935,3153.429862750004,3210.0258000000003,3152.627,3231.8335616221234,3073.4204383778765,14.677570225079704,-9701.688300000002
3209.07,3219.0,3140.85,3162.74,455.7279,50.017206613826495,-17.10536912462794,-20.94531916423707,3154.3165424880985,3206.5686,3150.4880000000003,3226.0942086339423,3074.881791366058,13.808078757094865,-10157.416200000001
3160.95,3273.0,3153.42,3233.06,1608.2047,55.772311160350625,-8.763466230996528,-18.508948577588964,3161.8159193939937,3204.4807999999994,3154.4195,3238.175044168725,3070.663955831275,13.880278367187298,-8549.211500000001
3233.6,3257.27,3228.35,3243.84,604.9135,56.59734837511224,-1.2679757447494922,-15.06075401102107,3169.6277365945657,3204.0345999999995,3159.607,3251.615090970302,3067.598909029698,13.947320862273129,-7944.298000000002
3244.46,3271.64,3195.12,3218.4,566.6122,54.035567159609776,2.589607693133985,-11.53068167019006,3174.27271406175,3202.715,3163.6135,3258.4900012582116,3068.7369987417883,13.331418049034127,-8510.910200000002
3219.28,3241.98,3204.21,3207.09,367.328,52.889408232630224,4.680197478448008,-8.288505840462445,3177.398169865393,3201.7682,3164.3900000000003,3260.4159262907656,3068.364073709235,12.759508293883629,-8878.238200000002
3208.04,3218.09,3148.97,3156.22,290.3883,47.96171516762915,2.206782666617528,-6.189448139046451,3175.381201306784,3200.2578000000003,3163.846,3259.9276097700254,3067.7643902299747,12.502206597313345,-9168.626500000002
3155.15,3171.0,3118.0,3166.63,286.1228,49.0087101821853,1.0742008890683792,-4.736718333423486,3174.547753563281,3198.7514,3162.288,3257.1198373965167,3067.4561626034833,12.760672610034769,-8882.503700000003
3164.91,3164.91,3133.33,3140.68,178.9382,46.49728332011055,-1.8954765821058572,-4.1684699831599605,3171.322253223921,3197.4506,3159.5055,3253.4401461056805,3065.57085389432,13.000676764704663,-9061.441900000003
3140.4,3164.99,3125.96,3160.67,240.8671,48.67901992910745,-2.605902218130268,-3.8559564301540226,3170.307752916881,3195.4868,3157.5699999999997,3249.71667199633,3065.423328003669,13.347664221467213,-8820.574800000004
3160.71,3194.74,3148.6,3187.64,304.4845,51.54964381592742,-0.9813536170886437,-3.281035867540947,3171.958443115273,3193.6284,3159.0299999999997,3252.1061642956956,3065.953835704304,12.974324524320656,-8516.090300000003
3187.24,3201.65,3180.0,3187.41,319.4723,51.52317615555857,0.2842768095642896,-2.5679733321198994,3173.430019961437,3190.9128,3159.091,3252.239855258663,3065.942144741337,12.471278054278812,-8835.562600000003
3188.67,3197.5,3162.65,3166.67,121.0933,49.07621784994622,-0.3818449565578703,-2.1307476570074937,3172.7862085365387,3187.8301999999994,3159.9719999999998,3253.0575977259605,3066.886402274039,12.352945683827414,-8956.655900000003
3167.61,3195.29,3162.17,3185.09,136.8913,51.288892220909545,0.5700179897175985,-1.5905945276624753,3173.957998199726,3184.8063999999995,3162.7485,3255.351402389717,3070.1455976102834,12.252902561678713,-8819.764600000004
3185.08,3206.03,3176.51,3183.86,217.8946,51.1291331769904,1.2111639676854793,-1.0302428285928846,3174.9010459902283,3181.0604,3166.092,3256.651110993867,3075.5328890061332,11.875700474198272,-9037.659200000004
3183.22,3187.51,3140.89,3158.53,410.7258,47.82532498660185,-0.3209429039088718,-0.8883828436560821,3173.3418987530636,3178.5168,3168.9075000000003,3254.72564910029,3083.0893508997106,12.280145048547679,-9448.385000000004
3155.36,3166.74,3144.48,3160.58,225.4367,48.11751844619173,-1.3541213029766368,-0.9815305355201931,3172.1264798242,3178.0044,3171.471,3252.9692554169083,3089.9727445830918,12.655700724729272,-9222.948300000004
3160.63,3188.66,3154.46,3182.74,281.3424,51.292952657257715,-0.380410689107066,-0.8613065662375676,3173.137291269514,3177.3810000000003,3176.129,3248.51234529434,3103.74565470566,12.374914243942627,-8941.605900000004
3182.83,3185.62,3087.25,3090.24,728.142,40.225643546706365,-6.992114217395738,-2.087468096469202,3165.2423111486078,3175.0884,3173.9035,3253.6059278864805,3094.2010721135193,13.408046929044408,-9669.747900000004
3087.93,3110.88,3021.23,3042.47,835.9113,35.91574177115697,-15.903253856739866,-4.850625248523335,3153.5497100868356,3172.5726,3172.1315000000004,3261.3050367191395,3082.9579632808613,15.2741174886861,-10505.659200000004
3042.05,3042.05,2888.05,2938.66,1496.9273,28.715469406346926,-30.984821906291927,-10.077464580077054,3133.0840234118987,3167.542,3158.6609999999996,3292.338130714267,3024.983869285732,18.189255652031218,-12002.586500000003
2938.51,2950.0,2891.06,2912.0,1231.1533,27.20695434814087,-44.57448551313428,-16.976868766688497,3112.028402134575,3161.3928,3146.124,3317.6054040530316,2974.642595946968,20.896169660851683,-13233.739800000003
2911.96,3006.0,2905.94,2987.5,1370.6993,37.259043964368566,-48.69089448700606,-23.31967391075201,3100.168554312235,3157.5724,3133.846,3313.6336966202052,2954.058303379795,22.096649103527643,-11863.040500000003
2987.04,2987.04,2907.54,2932.79,831.1692,33.63448107683158,-55.72544972879132,-29.80082907435987,3084.2277396158315,3154.8092000000006,3118.2934999999998,3310.70208050253,2925.8849194974696,23.211380014583888,-12694.209700000003
2932.76,3087.43,2931.22,3047.62,634.4901,45.59694303123709,-51.4415776278679,-34.12897878506148,3080.7412882238477,3149.798,3109.7545,3298.762675005735,2920.746324994265,22.311756405172098,-12059.719600000004
3048.45,3083.79,3014.98,3072.69,265.1006,47.808809626917345,-45.49915273252509,-36.4030135745542,3079.9744988691955,3144.6554000000006,3103.0345,3287.2174854763966,2918.851514523604,21.476391625004002,-11794.619000000004
3071.64,3091.07,3057.3,3066.45,325.7515,47.29340167152124,-40.822675646629705,-37.28694598896931,3078.6864513578435,3143.3603999999996,3098.546,3281.6982078927754,2915.3937921072243,20.572113056020868,-12120.370500000005
3065.81,3075.51,3049.56,3058.1,398.5003,46.56990734438693,-37.35965028706369,-37.30148684858818,3076.725836942811,3141.0409999999997,3093.1195,3274.3018203819793,2911.9371796180203,19.851565057202126,-12518.870800000004
3058.72,3079.33,3027.82,3051.66,488.6796,45.9856011093311,-34.73443497359085,-36.78807647358872,3074.338614376829,3136.5432,3088.6685,3269.3316268715294,2908.005373128471,19.517721480124326,-13007.550400000004
3052.0,3053.77,2994.53,3016.19,448.5129,42.80035821819032,-35.11132400179713,-36.4527259792304,3068.800651102845,3131.5416000000005,3081.4445,3261.567247311377,2901.3217526886233,19.6898799205003,-13456.063300000003
3016.33,3023.35,2915.71,2952.97,711.0917,37.77769427464379,-40.0496692631923,-37.17211463602278,3057.769160521622,3126.4746,3069.7110000000002,3251.2024504763185,2888.219549523682,20.79043026000601,-14167.155000000002
2951.86,3002.18,2951.68,2999.47,342.8424,43.069622284085625,-39.752934989206096,-37.688278706659446,3052.2168595195626,3122.3536,3060.314,3235.8192160364406,2884.808783963559,21.812369860975597,-13824.312600000003
3000.98,3034.7,2987.63,3031.92,295.2041,46.489815987726956,-36.478821982644604,-37.44638736185648,3050.283825279604,3119.9033999999997,3053.5765,3222.453465069241,2884.6995349307595,22.04058858868908,-13529.108500000002
3031.75,3037.67,2998.52,3014.89,371.7347,44.963136512370106,-34.85643917713196,-36.92839772491158,3046.912984776785,3117.3994000000002,3045.0665,3203.4013282943374,2886.7316717056624,22.187392641768266,-13900.843200000003
3015.07,3020.82,2965.08,2977.65,489.1328,41.73556381960221,-36.158829410110684,-36.7744840619514,3040.316510036139,3114.187,3034.756,3182.0684637496674,2887.4435362503323,22.76416124130112,-14389.976000000002
2975.62,3025.9,2937.26,3000.43,901.4668,44.36635096292884,-34.94994620905254,-36.409576491371624,3036.5177947946017,3110.3644,3026.8509999999997,3163.315867698602,2890.3861323013975,23.637690640286127,-13488.509200000002
3001.26,3052.48,2968.54,2986.01,598.397,43.04150367267897,-34.75483890099804,-36.07862897329691,3031.7075286236873,3106.7426,3018.1225000000004,3140.902065217494,2895.3429347825067,23.819630929890376,-14086.906200000003
2986.16,3070.57,2963.51,3070.57,306.6957,52.07854913243339,-27.460383444249146,-34.35497986748736,3035.4087163738122,3104.1982000000003,3012.514,3112.9100374516674,2912.117962548333,23.577181681148183,-13780.210500000003
3069.39,3081.8,3050.65,3060.61,232.5188,51.051119078454015,-22.226945312103908,-31.929372956410667,3037.8088386239256,3101.4838,3011.0325000000003,3107.5983521165563,2914.4666478834442,23.097343623098936,-14012.729300000003
3059.95,3102.55,3052.01,3098.53,540.0443,54.714220240126835,-14.848417484216498,-28.513181861971834,3043.591806374028,3099.4668,3013.8355,3116.9230151460965,2910.7479848539037,22.187322777071792,-13472.685000000003
3099.53,3143.63,3084.85,3119.42,712.3631,56.63933606193479,-7.231868132063028,-24.256919115990073,3050.813539100311,3098.6864,3022.8735,3129.6425974533217,2916.1044025466786,20.698695138844105,-12760.321900000003
